year,query,total_citations,avg_h_index,usage,captures,mentions,social_media,impact,first_year_citations,second_year_citations,max_h_index,flesch_reading_ease,flesch_kincaid_grade,gunning_fog_index,smog_index,automated_readability_index,coleman_liau_index,cohesion,syntax,vocabulary,phraseology,grammar,conventions
2017,graphics,1640,40,0,1856,0,0,high,6,89,71,47.28,10.5,9.1,12.5,11.7,12.64,5.9166665,5.75,6.6666665,6.5,6.0833335,5.5277777
2018,graphics,825,28,0,691,0,0,high,13,68,38,43.53,12.0,10.28,13.6,12.7,12.24,6.642857,6.5,7.357143,7.178571,6.785714,6.107143
2018,graphics,814,61,0,1180,0,13,high,14,93,98,36.89,12.4,11.29,14.3,14.0,14.85,7.388889,7.2777777,8.055555,7.888889,7.388889,6.888889
2021,graphics,1005,24,0,1039,0,0,high,18,221,39,39.84,11.3,8.54,13.3,13.0,14.78,5.861111,5.8333335,6.6944447,6.5277777,6.1666665,5.5555553
2020,graphics,806,50,0,1082,0,0,high,18,205,56,40.75,11.0,7.81,12.4,12.2,14.32,5.681818,5.6363635,6.4772725,6.318182,5.931818,5.431818
2018,graphics,974,32,0,531,0,0,high,0,62,60,49.52,9.7,8.23,11.8,11.1,12.98,6.2272725,6.0,6.909091,6.7727275,6.5,5.7727275
2018,graphics,928,34,0,927,0,0,high,8,109,64,47.49,10.4,9.78,13.1,12.7,14.03,6.6923075,6.423077,7.3461537,7.1923075,6.6538463,6.0
2019,graphics,923,48,0,906,0,0,high,3,62,109,45.05,11.4,9.79,13.3,12.6,12.64,6.25,6.142857,7.035714,6.821429,6.357143,5.714286
2019,graphics,902,18,0,1418,2,0,high,12,68,22,42.51,12.3,10.14,14.0,13.9,13.11,6.5454545,6.340909,7.181818,7.068182,6.681818,6.068182
2019,graphics,854,51,0,327,1,0,high,7,76,142,52.6,10.5,9.3,13.1,13.3,13.29,6.6666665,6.3333335,7.3055553,7.111111,6.6944447,6.2222223
2022,graphics,5,30,0,10,0,0,low,0,5,51,49.25,11.8,10.56,14.0,14.3,12.71,6.27907,6.127907,7.0,6.860465,6.523256,5.9418607
2021,graphics,833,22,61,713,0,0,high,17,233,64,47.59,10.4,9.12,12.6,11.9,12.93,5.892857,5.75,6.714286,6.535714,6.0,5.392857
2022,graphics,2,23,0,3,0,0,low,0,2,31,44.14,11.7,12.6,14.4,14.2,14.62,7.0,6.75,7.75,7.5,7.125,6.625
2022,graphics,0,8,0,1,0,0,low,0,0,8,46.67,10.7,10.6,12.5,11.5,12.24,7.125,7.0,7.625,7.625,7.375,6.875
2022,graphics,2,4,0,9,0,0,low,1,1,4,42.51,12.3,10.96,14.6,14.1,13.29,6.2941175,6.1764708,7.0882354,6.9117646,6.470588,5.7647057
2022,graphics,4,20,0,9,0,0,low,1,1,29,41.19,12.9,12.16,14.4,15.5,14.33,6.3076925,6.076923,7.0,6.8461537,6.3846154,5.5384617
2022,graphics,4,7,0,7,0,0,low,3,1,7,29.38,15.3,13.56,15.8,17.6,15.32,6.9166665,6.625,7.5416665,7.4166665,7.125,6.5
2022,graphics,3,36,0,6,0,0,low,0,2,46,38.66,13.8,12.13,15.3,15.4,12.83,6.677419,6.483871,7.5,7.354839,6.870968,6.129032
2022,internet of things and embedded systems,13,4,0,40,1,0,low,0,10,4,44.54,11.6,9.89,14.0,13.0,13.46,6.882353,6.7352943,7.647059,7.382353,6.9411764,6.2647057
2017,internet of things and embedded systems,227,39,0,361,0,0,high,6,16,52,46.57,10.8,8.56,13.5,12.7,13.8,5.741667,5.6583333,6.5833335,6.3416667,5.991667,5.35
2021,internet of things and embedded systems,225,30,0,563,1,1,high,23,53,41,36.42,14.7,12.45,16.3,17.7,14.57,6.9666667,6.811111,7.7555556,7.5444446,7.111111,6.633333
2017,internet of things and embedded systems,224,22,0,229,0,0,high,6,21,30,36.42,14.7,12.75,15.7,17.5,14.45,6.7222223,6.4444447,7.388889,7.259259,6.7222223,6.0740743
2021,internet of things and embedded systems,219,24,0,398,1,0,high,28,51,34,34.76,13.3,10.67,14.7,15.2,15.49,7.409091,7.1363635,8.090909,7.9545455,7.3863635,6.840909
2022,internet of things and embedded systems,7,23,0,29,1,0,low,0,5,32,44.14,11.7,9.79,14.2,13.7,13.98,6.546875,6.328125,7.28125,7.0625,6.625,6.0
2022,internet of things and embedded systems,4,8,0,50,0,0,low,0,2,8,34.56,13.3,12.2,15.4,15.7,15.84,7.6666665,7.5,8.333333,8.25,7.625,7.1666665
2017,cryptography and security,260,42,0,526,1,0,high,3,39,65,54.63,9.8,8.21,11.9,11.3,11.83,6.6969695,6.560606,7.348485,7.2727275,6.8636365,6.151515
2018,cryptography and security,222,13,0,180,0,0,high,2,29,13,32.02,14.3,12.45,15.9,16.0,14.33,6.35,6.4,7.15,7.1,6.55,5.75
2018,software engineering,739,17,0,1428,0,5,high,5,35,22,24.17,15.3,12.52,16.6,17.5,17.0,7.4411764,7.2647057,8.235294,8.058824,7.470588,6.882353
2017,computational complexity,371,81,0,326,1,0,high,7,45,171,53.41,10.2,9.46,13.1,12.0,12.0,7.214286,7.095238,7.8095236,7.6666665,7.3095236,6.8095236
2021,computational complexity,370,10,0,893,0,0,high,13,77,14,45.86,11.1,8.44,13.5,12.0,12.58,6.6282053,6.5128207,7.294872,7.1282053,6.8461537,6.1923075
2018,computational complexity,424,27,0,1244,0,1,high,12,49,44,30.5,14.9,12.66,16.3,17.3,15.79,6.25,6.125,7.078125,6.84375,6.40625,5.984375
2018,computational complexity,416,43,0,682,4,21,high,1,19,43,45.35,11.3,9.27,14.2,12.3,12.53,6.2714286,6.1,6.9428573,6.8285713,6.385714,5.642857
2022,"distributed, parallel and cluster computing",3,38,0,7,0,0,low,1,2,38,21.43,16.3,13.29,17.4,18.7,17.0,6.882353,6.647059,7.617647,7.470588,6.970588,6.3235292
2019,computational complexity,406,48,0,205,0,0,high,23,70,72,44.75,11.5,9.31,13.9,12.0,12.0,6.852941,6.647059,7.470588,7.3235292,6.9117646,6.2647057
2020,computational complexity,387,61,0,596,0,86,high,27,93,80,41.6,12.7,11.15,14.7,14.1,12.88,7.0833335,7.0,7.8333335,7.6875,7.375,6.5833335
2022,software engineering,0,28,0,4,0,0,low,0,0,48,51.38,11.0,10.47,13.6,13.3,12.65,7.0333333,7.0,7.633333,7.5666666,7.2,6.5
2019,computational complexity,337,29,0,287,1,0,high,1,22,42,45.76,11.1,9.37,13.2,12.0,12.41,6.625,6.625,7.3,7.225,6.925,6.325
2017,computational complexity,334,16,0,819,1,12,high,11,44,16,27.56,16.0,13.52,17.3,19.5,16.54,5.8541665,5.7083335,6.7604165,6.53125,6.09375,5.3854165
2018,information retrieval,587,13,0,1260,6,11,high,1,29,13,43.43,12.0,10.44,14.4,13.9,13.81,7.672414,7.4310346,8.24138,8.051724,7.724138,7.293103
2020,internet of things and embedded systems,255,25,0,212,1,0,high,10,62,29,44.85,11.5,9.6,13.4,12.3,12.06,5.982143,5.928571,6.821429,6.517857,6.071429,5.410714
2022,computational complexity,3,18,0,16,0,0,low,0,2,37,50.97,11.2,10.05,13.1,13.0,12.07,6.4761906,6.357143,7.2619047,7.095238,6.6904764,5.9761906
2022,cryptography and security,4,8,0,13,0,0,low,0,0,19,37.81,12.1,8.95,13.6,13.3,14.44,6.5185184,6.3333335,7.203704,7.0740743,6.740741,6.1666665
2017,data structures and algorithms,685,31,0,932,2,0,high,0,36,51,41.19,12.9,11.11,14.1,13.8,12.24,6.575,6.425,7.375,7.2,6.8,6.15
2017,data structures and algorithms,577,7,0,750,0,0,high,1,25,11,44.34,11.6,9.27,13.5,12.0,12.13,7.6477275,7.3863635,8.193182,8.045455,7.590909,7.125
2020,"distributed, parallel and cluster computing",192,23,0,412,3,101,high,2,32,38,33.44,13.8,11.1,15.3,15.8,15.32,7.267857,7.053571,7.910714,7.803571,7.339286,6.732143
2017,machine learning,1384,50,0,1004,0,0,high,7,58,70,46.88,10.7,8.77,12.6,11.1,11.6,5.78125,5.59375,6.46875,6.25,5.84375,5.34375
2022,"distributed, parallel and cluster computing",30,29,0,22,0,0,low,4,17,43,43.83,11.8,10.57,14.0,12.8,12.76,6.617647,6.529412,7.2058825,7.0882354,6.8235292,6.352941
2022,"distributed, parallel and cluster computing",3,35,0,5,0,0,low,0,2,35,40.18,13.2,12.27,15.1,15.6,14.1,6.178571,6.035714,6.964286,6.785714,6.25,5.785714
2022,"distributed, parallel and cluster computing",10,9,0,14,0,0,low,3,5,9,41.29,12.8,11.28,13.8,14.1,12.76,6.0,5.8125,6.8125,6.5833335,6.0416665,5.4375
2019,information retrieval,640,39,0,457,0,0,high,1,36,114,44.64,11.5,9.73,13.1,12.4,12.18,6.678571,6.392857,7.285714,7.035714,6.607143,6.178571
2017,software engineering,551,39,0,1552,0,19,high,1,22,67,24.98,14.9,12.42,16.4,16.8,16.59,7.818182,7.681818,8.409091,8.363636,7.818182,7.2272725
2022,software engineering,2,4,0,8,0,0,low,0,1,4,41.7,12.7,13.57,14.8,15.6,14.79,8.0,7.75,8.5,8.25,8.25,7.75
2020,"distributed, parallel and cluster computing",226,94,0,157,1,0,high,16,47,94,40.89,13.0,10.23,14.5,15.8,14.74,7.2738094,7.035714,7.7738094,7.642857,7.2380953,6.785714
2019,computer vision and pattern recognition,1186,50,0,1085,0,0,high,1,86,66,48.09,10.2,8.11,12.7,11.0,12.29,6.7,6.4666667,7.3,7.133333,6.733333,6.1
2017,cryptography and security,273,24,0,294,3,0,high,4,17,31,42.82,12.2,11.12,14.3,14.3,13.98,6.7826085,6.695652,7.521739,7.369565,6.978261,6.347826
2017,cryptography and security,233,65,0,563,2,0,high,0,10,65,42.61,12.3,10.78,14.4,14.4,13.87,6.65625,6.5625,7.4375,7.25,6.9375,6.40625
2018,data structures and algorithms,574,63,0,1339,0,0,high,12,71,97,38.21,11.9,9.0,13.2,12.6,13.86,6.6,6.366667,7.266667,7.1,6.6666665,5.9666667
2022,cryptography and security,4,20,0,24,1,0,low,0,3,46,36.28,12.7,10.03,14.3,13.8,13.86,6.064516,5.983871,6.967742,6.7580647,6.322581,5.693548
2018,data structures and algorithms,684,88,0,280,0,0,high,7,40,195,43.12,12.1,9.92,14.1,13.4,12.76,6.2647057,6.117647,7.029412,6.852941,6.470588,5.8382354
2022,data structures and algorithms,27,21,0,96,0,32,low,1,15,36,37.1,12.4,9.13,14.0,14.0,14.9,6.9545455,6.787879,7.651515,7.5151515,7.151515,6.5
2022,"distributed, parallel and cluster computing",0,25,0,2,0,0,low,0,0,37,60.45,9.6,9.4,12.1,10.2,9.11,6.0227275,5.8636365,6.6363635,6.5454545,6.181818,5.568182
2022,"distributed, parallel and cluster computing",0,6,0,5,0,0,low,0,0,7,56.55,9.0,8.55,11.9,9.3,10.26,6.5625,6.4375,7.125,7.0625,6.75,6.125
2019,information retrieval,638,37,0,364,0,0,high,42,90,83,63.8,8.3,7.95,11.6,8.1,7.54,5.1857142,5.114286,5.9428573,5.885714,5.3714285,4.742857
2017,information retrieval,561,35,0,598,0,0,high,3,64,51,53.71,10.1,9.41,12.3,11.0,11.08,7.142857,7.0,7.642857,7.5,7.285714,6.642857
2018,software engineering,550,27,0,650,0,0,high,11,59,44,37.1,12.4,9.19,14.9,14.3,15.08,7.075,6.8125,7.7375,7.6125,7.175,6.5625
2022,software engineering,1,7,0,3,0,0,low,0,0,9,47.28,10.5,9.03,12.9,11.3,12.12,6.1842103,5.9473686,6.7894735,6.605263,6.1578946,5.763158
2021,internet of things and embedded systems,309,60,0,378,0,9,high,5,86,66,42.61,12.3,11.3,14.4,14.2,13.87,7.7727275,7.568182,8.386364,8.204545,7.681818,7.3863635
2018,computer vision and pattern recognition,1180,58,0,1134,0,0,high,2,64,102,44.44,11.6,10.05,13.1,13.0,13.0,6.3125,6.15625,7.03125,6.8125,6.375,5.8125
2022,cryptography and security,0,42,0,2,0,0,low,0,0,42,61.56,9.2,9.18,11.8,9.3,8.23,5.8333335,5.6666665,6.5,6.375,5.9583335,5.25
2022,cryptography and security,10,10,0,18,0,0,low,0,6,16,43.02,12.2,11.17,14.6,13.9,13.23,6.423077,6.230769,7.3076925,6.923077,6.4615383,5.8846154
2022,"distributed, parallel and cluster computing",4,10,0,9,0,0,low,0,2,10,43.63,11.9,9.67,14.1,13.5,13.29,6.14,6.04,6.82,6.66,6.22,5.66
2022,software engineering,1,3,0,11,0,0,low,0,1,3,45.46,11.2,10.33,13.1,12.9,13.4,6.9583335,6.75,7.625,7.5416665,7.0833335,6.625
2017,computer vision and pattern recognition,1180,85,0,1132,0,0,high,1,62,109,45.56,11.2,9.35,13.3,11.5,11.48,6.607143,6.428571,7.214286,7.071429,6.75,6.142857
2017,cryptography and security,204,42,0,45,0,0,high,2,41,82,40.99,12.9,11.87,14.8,13.2,11.26,5.9375,5.875,6.75,6.5,6.125,5.5625
2022,cryptography and security,7,16,0,11,0,0,low,0,5,21,42.11,12.5,10.6,13.8,13.1,11.84,6.3958335,6.2708335,7.2916665,7.0416665,6.6458335,6.0625
2017,"distributed, parallel and cluster computing",192,31,2,119,0,0,high,10,25,47,45.56,11.2,8.86,13.7,11.9,12.29,6.796296,6.6296296,7.314815,7.240741,6.8333335,6.296296
2022,"distributed, parallel and cluster computing",1,7,0,16,0,0,low,0,1,7,27.01,14.2,10.47,15.7,16.3,17.23,7.2608695,6.978261,7.9347825,7.7391305,7.2608695,6.652174
2017,information retrieval,778,31,0,820,0,0,high,1,31,55,44.75,11.5,10.55,13.1,12.5,12.18,6.392857,6.357143,7.285714,6.964286,6.392857,5.892857
2017,"distributed, parallel and cluster computing",223,49,0,423,1,0,high,11,22,79,42.21,12.5,10.1,14.0,13.9,13.29,7.1285715,6.928571,7.757143,7.642857,7.2285714,6.6285715
2022,"distributed, parallel and cluster computing",10,33,0,11,0,0,low,3,3,51,54.83,9.7,8.54,13.2,10.2,10.5,6.340909,6.159091,7.0227275,6.7727275,6.409091,5.818182
2017,information retrieval,777,61,0,189,0,0,high,0,46,103,46.27,10.9,9.46,13.4,13.1,13.86,6.535714,6.357143,7.214286,7.107143,6.607143,5.964286
2021,information retrieval,559,49,0,1203,0,0,high,2,141,68,58.48,8.3,7.69,11.4,10.1,11.88,6.125,6.0,6.825,6.7,6.3,5.65
2017,information retrieval,559,62,0,554,0,0,high,14,63,140,53.31,10.3,10.19,13.2,12.0,12.0,6.6,6.4,7.3333335,7.133333,6.7,6.0333333
2022,information retrieval,4,18,0,6,0,0,low,0,3,18,44.95,11.4,10.01,13.0,12.7,12.82,7.1923075,7.0,7.8076925,7.6153846,7.1923075,6.6923075
2018,internet of things and embedded systems,289,15,0,495,1,0,high,7,35,15,25.49,14.7,11.71,15.6,16.8,16.82,7.15,6.85,7.9,7.7166667,7.116667,6.366667
2022,information retrieval,1,17,0,4,0,1,low,0,1,32,44.14,11.7,10.87,13.9,13.5,13.52,6.75,6.55,7.5,7.3,6.75,6.25
2017,internet of things and embedded systems,309,53,0,705,0,0,high,0,31,93,23.36,15.6,12.88,16.4,17.6,16.77,6.9210525,6.6578946,7.736842,7.5263157,6.894737,6.3421054
2018,computer vision and pattern recognition,1177,30,0,2125,0,0,high,1,28,56,58.38,8.3,7.34,11.1,9.7,11.12,6.0625,5.96875,6.78125,6.59375,6.15625,5.59375
2019,cryptography and security,203,21,0,184,0,0,high,0,10,27,34.46,13.4,10.24,15.0,14.1,13.75,6.6363635,6.4772725,7.431818,7.181818,6.7727275,6.1363635
2022,cryptography and security,1,31,0,1,1,0,low,0,1,31,43.02,12.2,10.17,13.4,13.0,12.42,6.4038463,6.326923,7.1923075,6.980769,6.6538463,5.9615383
2022,cryptography and security,17,24,0,74,0,0,low,0,7,31,36.59,12.6,9.63,14.4,13.6,14.27,7.0,6.72,7.72,7.54,6.97,6.29
2021,data structures and algorithms,572,72,0,401,0,2,high,76,165,110,62.07,9.0,9.02,12.5,10.0,7.25,5.016667,4.9166665,5.75,5.55,5.4166665,4.9166665
2017,"distributed, parallel and cluster computing",270,43,0,106,0,0,high,15,58,76,50.16,11.5,10.1,13.8,12.6,10.73,6.068182,5.818182,6.6363635,6.5454545,6.1363635,5.5227275
2018,computer vision and pattern recognition,1170,18,0,2084,1,0,high,0,30,40,30.2,15.0,13.22,16.7,17.6,15.9,7.5882354,7.2941175,8.176471,8.058824,7.647059,7.0882354
2022,cryptography and security,0,18,0,4,0,0,low,0,0,18,53.61,10.2,9.89,12.4,12.3,12.06,6.3333335,6.266667,7.2,7.0,6.5333333,5.9
2018,data structures and algorithms,804,106,0,438,0,0,high,1,27,144,48.2,10.2,8.54,12.5,11.2,12.06,6.0,5.894737,6.763158,6.5,6.105263,5.5526314
2019,data structures and algorithms,572,22,0,1638,1,0,high,2,89,33,49.11,9.8,7.79,11.8,10.5,12.29,5.882353,5.7941175,6.6764708,6.5,6.147059,5.617647
2022,"distributed, parallel and cluster computing",3,15,0,9,0,0,low,0,2,18,41.9,12.6,10.28,14.8,13.5,12.18,6.462963,6.296296,7.111111,6.9814816,6.5925927,5.9259257
2018,information retrieval,774,40,0,658,0,0,high,4,98,60,47.18,10.6,9.13,12.5,11.5,12.58,6.535714,6.25,7.107143,7.0,6.428571,5.785714
2017,information retrieval,636,49,0,280,0,0,high,0,34,56,41.4,12.8,11.17,15.0,15.5,14.33,6.7058825,6.617647,7.470588,7.2647057,6.970588,6.2352943
2019,software engineering,594,39,0,332,0,0,high,18,104,59,50.77,11.2,10.23,14.2,13.0,11.84,6.1666665,5.928571,6.8333335,6.642857,6.214286,5.642857
2022,software engineering,0,12,0,5,0,0,low,0,0,20,46.17,10.9,9.4,13.5,12.8,13.28,6.047619,5.8809524,6.7380953,6.5238094,6.2380953,5.6666665
2022,software engineering,0,11,0,6,0,0,low,0,0,11,22.34,16.0,12.52,16.6,17.4,16.02,7.535714,7.357143,8.071428,7.892857,7.678571,7.285714
2019,computer vision and pattern recognition,1161,26,0,1271,0,0,high,21,172,39,49.21,9.8,7.71,11.9,10.6,12.11,5.7619047,5.642857,6.5,6.357143,6.0238094,5.357143
2020,data structures and algorithms,799,32,5,664,0,0,high,21,188,52,47.79,10.3,8.8,12.9,12.1,13.04,5.8913045,5.7826085,6.7173915,6.4565215,6.152174,5.5434785
2021,"distributed, parallel and cluster computing",221,47,316,997,0,0,high,8,51,91,43.63,11.9,9.0,13.6,12.5,11.84,6.196629,6.022472,7.0,6.8089886,6.207865,5.550562
2022,"distributed, parallel and cluster computing",14,25,0,9,0,0,low,0,8,48,44.34,11.6,9.53,13.9,12.9,12.94,7.148148,6.9074073,7.703704,7.648148,7.2222223,6.5925927
2018,software engineering,677,62,0,521,0,0,high,8,68,75,53.92,10.0,9.23,12.8,12.0,11.83,6.18,5.98,6.84,6.7,6.26,5.72
2021,information retrieval,635,19,0,871,0,0,high,6,172,33,39.03,11.6,8.99,13.0,13.3,14.72,6.1666665,6.0277777,6.9444447,6.7222223,6.388889,5.75
2017,information retrieval,553,33,0,330,0,0,high,2,75,64,48.7,10.0,7.66,11.6,11.1,12.46,5.8,5.75,6.55,6.35,6.0,5.625
2022,information retrieval,3,20,0,11,0,0,low,0,1,20,36.08,12.7,9.96,14.2,13.8,14.21,5.9,5.725,6.7,6.425,5.875,5.225
2019,software engineering,593,102,0,399,0,0,high,4,87,196,42.82,12.2,11.23,14.0,14.0,13.69,7.285714,7.214286,7.928571,7.928571,7.5,7.0
2022,information retrieval,12,18,0,12,0,14,low,0,6,32,43.63,11.9,11.3,13.8,13.7,13.17,6.5,6.388889,7.3333335,7.111111,6.7222223,6.0555553
2022,software engineering,1,14,0,2,0,0,low,0,1,16,43.43,12.0,10.38,15.1,14.1,13.46,6.5555553,6.2222223,7.0555553,6.9444447,6.6666665,6.111111
2021,internet of things and embedded systems,286,38,0,301,0,0,high,28,80,87,35.57,12.9,10.73,14.8,14.2,14.1,5.90625,5.75,6.75,6.46875,6.0625,5.375
2017,internet of things and embedded systems,264,28,0,435,0,0,high,11,43,52,48.3,10.1,8.24,12.7,11.6,13.1,6.25,6.095238,7.107143,6.8690476,6.452381,5.702381
2018,cryptography and security,270,44,0,94,0,0,high,5,16,59,52.09,10.7,9.62,12.9,10.8,9.86,6.107143,6.125,6.910714,6.821429,6.392857,5.714286
2022,cryptography and security,1,33,0,8,0,0,low,0,1,33,50.46,11.4,9.49,14.3,13.2,11.78,5.818182,5.7386365,6.568182,6.4545455,6.0,5.2954545
2018,software engineering,541,11,0,816,1,0,high,3,28,23,44.75,11.5,9.67,13.7,13.2,13.4,6.542857,6.3428574,7.1714287,6.928571,6.4857144,6.0
2019,internet of things and embedded systems,239,25,0,731,5,0,high,3,24,32,43.22,12.1,10.85,14.0,13.8,13.52,7.6363635,7.431818,8.25,8.113636,7.6136365,7.1363635
2020,machine learning,1359,58,0,1143,0,0,high,16,196,69,39.94,11.3,8.28,13.4,13.2,15.19,6.1842103,6.0526314,6.868421,6.6842103,6.3157897,5.868421
2022,cryptography and security,0,18,0,3,0,0,low,0,0,18,53.51,10.2,9.1,12.8,10.7,10.21,6.605263,6.394737,7.131579,7.0,6.605263,6.1842103
2022,data structures and algorithms,10,14,0,5,0,0,low,1,5,18,37.3,12.3,8.79,14.7,14.4,15.08,6.154762,5.9880953,6.8809524,6.6904764,6.2619047,5.6666665
2020,"distributed, parallel and cluster computing",220,26,0,859,2,0,high,26,48,56,22.85,15.8,12.31,16.2,17.4,16.13,6.428571,6.25,7.285714,7.035714,6.571429,6.0
2019,"distributed, parallel and cluster computing",189,34,0,146,0,0,high,0,26,39,48.33,12.2,10.87,14.4,13.0,10.51,6.796875,6.671875,7.375,7.3125,6.9375,6.40625
2019,information retrieval,772,42,0,1245,0,0,high,1,57,68,56.66,9.0,8.42,12.0,10.8,12.17,5.736842,5.6578946,6.5526314,6.2894735,6.0,5.368421
2019,information retrieval,772,30,0,516,1,0,high,0,37,60,56.45,9.1,8.1,11.7,10.1,11.01,6.4,6.3333335,7.133333,6.9333334,6.633333,6.0
2020,software engineering,676,21,0,1593,13,0,high,19,114,21,30.91,14.7,13.54,16.0,16.3,14.63,7.5833335,7.388889,8.361111,8.194445,7.75,7.1944447
2017,software engineering,544,31,0,1243,1,0,high,6,36,42,38.01,12.0,9.83,13.7,13.0,13.8,6.357143,6.285714,7.1904764,6.904762,6.571429,5.952381
2022,software engineering,4,13,0,12,0,0,low,0,1,13,40.55,11.0,8.7,13.0,12.0,13.45,5.964286,5.857143,6.785714,6.5,6.142857,5.75
2018,information retrieval,552,50,0,416,0,0,high,1,76,93,53.51,10.2,8.99,12.0,12.5,12.64,6.642857,6.321429,7.285714,7.035714,6.464286,6.035714
2017,internet of things and embedded systems,251,57,0,290,2,0,high,9,43,63,33.65,13.7,10.91,14.8,15.4,14.79,6.866667,6.8,7.633333,7.4,6.9666667,6.4333334
2018,data structures and algorithms,797,64,0,659,3,0,high,5,71,80,31.72,14.4,11.81,15.8,16.5,15.21,7.0576925,6.8846154,7.923077,7.5961537,7.230769,6.5576925
2018,data structures and algorithms,672,51,0,740,0,14,high,22,82,102,58.82,10.2,10.71,13.2,11.4,9.28,5.763158,5.631579,6.5,6.3421054,5.7894735,5.1578946
2018,internet of things and embedded systems,263,13,0,619,0,0,high,0,4,13,36.39,12.6,10.13,14.6,14.2,14.56,6.8095236,6.642857,7.642857,7.452381,6.904762,6.285714
2017,machine learning,1358,22,0,1123,0,0,high,10,53,22,36.69,12.5,9.48,14.4,13.2,13.51,6.233333,6.133333,7.0666666,6.8,6.5,5.866667
2017,computer vision and pattern recognition,1157,51,0,296,0,0,high,10,94,89,46.88,10.7,8.21,12.7,12.1,12.99,6.8541665,6.7083335,7.4583335,7.25,6.9791665,6.3541665
2022,cryptography and security,0,9,0,4,0,0,low,0,0,9,48.23,12.2,11.17,14.3,13.4,10.68,6.181818,6.0454545,6.8636365,6.8636365,6.3636365,5.6136365
2022,computer vision and pattern recognition,0,2,0,10,0,0,low,0,0,2,33.54,13.7,11.86,16.1,16.4,16.01,6.6153846,6.423077,7.230769,7.1153846,6.6153846,5.8461537
2021,information retrieval,771,32,0,1409,0,0,high,15,215,43,33.44,13.8,11.64,15.1,15.5,14.56,6.6538463,6.4615383,7.4615383,7.3076925,6.730769,6.076923
2017,information retrieval,632,42,0,332,0,0,high,3,38,75,51.89,10.8,9.33,12.8,12.9,12.59,6.964286,6.857143,7.5,7.392857,7.035714,6.571429
2018,information retrieval,550,12,0,263,0,0,high,1,78,19,34.97,13.2,10.45,14.3,15.7,15.78,6.9615383,6.8076925,7.5384617,7.4615383,7.0,6.4615383
2019,internet of things and embedded systems,283,50,0,298,2,0,high,3,47,118,42.61,12.3,10.74,14.6,14.3,13.69,6.2272725,6.068182,6.931818,6.7954545,6.3863635,5.6363635
2017,internet of things and embedded systems,263,27,0,320,1,1,high,2,20,27,53.71,10.1,9.03,12.2,9.6,8.81,3.5,3.4166667,4.3333335,3.9583333,3.75,3.125
2019,internet of things and embedded systems,238,39,0,373,0,0,high,2,15,48,48.7,10.0,8.05,12.6,11.6,13.27,6.6842103,6.5263157,7.5,7.2105265,6.8289475,6.236842
2018,computer vision and pattern recognition,1155,25,0,891,0,0,high,6,74,34,45.25,11.3,9.27,13.5,13.6,13.8,6.8076925,6.6923075,7.5,7.1538463,6.8461537,6.1923075
2021,internet of things and embedded systems,282,46,0,489,0,0,high,24,75,131,46.06,11.0,9.13,13.3,12.2,12.76,6.2083335,6.1458335,6.9791665,6.8333335,6.4375,5.875
2022,data structures and algorithms,49,85,0,61,0,14,low,2,23,168,32.22,14.2,11.01,15.8,15.2,13.69,5.74,5.52,6.36,6.22,5.96,5.38
2020,internet of things and embedded systems,262,35,0,219,0,0,high,11,41,69,52.39,10.6,9.98,12.6,12.5,12.18,6.4333334,6.3,7.133333,6.9666667,6.633333,5.9666667
2020,"distributed, parallel and cluster computing",188,11,0,1187,0,0,high,4,32,11,28.27,15.8,13.09,16.7,17.3,14.16,5.83871,5.629032,6.774194,6.403226,5.870968,5.2580647
2022,"distributed, parallel and cluster computing",3,4,0,17,0,0,low,0,2,4,42.72,12.3,11.17,14.9,14.0,13.17,6.7727275,6.5,7.4545455,7.181818,6.7272725,6.090909
2022,"distributed, parallel and cluster computing",3,11,0,23,0,0,low,0,2,17,35.57,12.9,9.65,15.0,13.6,13.92,7.0,6.814815,7.611111,7.4814816,7.0555553,6.5
2019,internet of things and embedded systems,232,47,0,615,2,0,high,4,36,82,31.82,14.4,11.71,15.6,16.1,14.97,6.590909,6.4204545,7.2727275,7.125,6.715909,6.068182
2017,information retrieval,768,26,0,336,0,0,high,2,31,40,41.5,12.7,11.15,13.4,14.0,12.65,6.8636365,6.5454545,7.409091,7.2272725,6.681818,6.1363635
2018,information retrieval,550,66,0,816,0,0,high,2,44,148,47.62,12.5,11.58,13.4,14.4,12.19,6.0333333,6.0,6.8333335,6.7,6.233333,5.6666665
2017,cryptography and security,199,33,0,150,4,1,high,7,15,41,52.29,10.7,10.65,13.9,12.0,11.37,6.6666665,6.4583335,7.3333335,7.2083335,6.5833335,5.9166665
2019,data structures and algorithms,671,13,0,607,0,0,high,0,14,13,44.34,11.6,10.07,13.0,12.7,12.53,6.733333,6.6,7.366667,7.266667,6.9,6.3
2019,data structures and algorithms,568,16,0,650,0,0,high,7,57,16,45.66,11.1,9.92,13.1,11.8,12.24,6.3461537,6.269231,7.076923,7.0,6.6538463,5.923077
2020,computer vision and pattern recognition,1148,40,0,1369,0,0,high,21,159,82,56.96,8.9,7.75,12.0,11.2,12.52,5.928571,5.857143,6.571429,6.4761906,6.2619047,5.642857
2022,computer vision and pattern recognition,3,7,0,121,0,0,low,0,2,7,37.4,12.2,10.44,13.4,13.5,14.09,6.1538463,6.0,6.8846154,6.6153846,6.3461537,5.730769
